# File created on Tue Feb 24 19:53:24 2026
#
# time         R02m-02         I02m-02         R02m-01         I02m-01         R02m000         I02m000         R02m001         I02m001         R02m002         I02m002         R03m-03         I03m-03         R03m-02         I03m-02         R03m-01         I03m-01         R03m000         I03m000         R03m001         I03m001         R03m002         I03m002         R03m003         I03m003         R04m-04         I04m-04         R04m-03         I04m-03         R04m-02         I04m-02         R04m-01         I04m-01         R04m000         I04m000         R04m001         I04m001         R04m002         I04m002         R04m003         I04m003         R04m004         I04m004         
43.75          -1.0925037e-05  7.3139424e-06   6.8121543e-06   -1.858249e-06   -1.321147e-05   0               6.8121543e-06   1.858249e-06    -1.0925037e-05  -7.3139424e-06  -2.737048e-06   -7.9649978e-06  -2.8570155e-06  2.0618709e-06   5.3367971e-06   -7.1596424e-06  0               -6.5722087e-07  -5.3367971e-06  -7.1596424e-06  2.8570155e-06   2.0618709e-06   2.737048e-06    -7.9649978e-06  2.7206366e-05   1.8734426e-07   -4.8931884e-06  -1.8708516e-06  -1.2505803e-05  1.0944099e-06   -1.2686647e-06  5.2641646e-07   5.6186999e-05   0               -1.2686647e-06  -5.2641646e-07  -1.2505803e-05  -1.0944099e-06  -4.8931884e-06  1.8708516e-06   2.7206366e-05   -1.8734426e-07 
43.75          -0.00011902611  -8.903445e-07   2.709768e-05    -9.5872047e-06  -0.00011550204  0               2.709768e-05    9.5872047e-06   -0.00011902611  8.903445e-07    8.8451639e-06   1.7308395e-05   -1.2412943e-06  2.9974325e-05   2.3622069e-06   2.875107e-06    0               -8.6411362e-06  -2.3622069e-06  2.875107e-06    1.2412943e-06   2.9974325e-05   -8.8451639e-06  1.7308395e-05   7.4685708e-05   -6.7495885e-06  -1.4824795e-05  1.4317071e-05   0.000128077     2.9093573e-05   8.8528293e-06   -3.9422119e-05  -3.4134893e-05  0               8.8528293e-06   3.9422119e-05   0.000128077     -2.9093573e-05  -1.4824795e-05  -1.4317071e-05  7.4685708e-05   6.7495885e-06  
43.75          -0.00037237861  -0.00044733007  -4.7438782e-06  7.6388541e-05   0.00013896196   0               -4.7438782e-06  -7.6388541e-05  -0.00037237861  0.00044733007   -1.0414983e-06  0.00014294977   -0.00017843895  -1.0395635e-05  -5.5132575e-05  0.0001486772    0               -5.2027418e-05  5.5132575e-05   0.0001486772    0.00017843895   -1.0395635e-05  1.0414983e-06   0.00014294977   0.00015964728   4.75932e-05     -1.4717689e-06  4.3444557e-05   0.00020128094   6.4299799e-05   2.8776948e-05   -7.7679569e-05  -0.00032383849  0               2.8776948e-05   7.7679569e-05   0.00020128094   -6.4299799e-05  -1.4717689e-06  -4.3444557e-05  0.00015964728   -4.75932e-05   
44.166667      7.3956063e-08   1.3210812e-06   1.6065662e-09   2.4520019e-12   6.2081201e-08   0               1.6065662e-09   -2.4520019e-12  7.3956063e-08   -1.3210812e-06  1.7130428e-08   -8.1196531e-10  -2.0695308e-10  2.3073344e-09   4.424812e-09    -6.1787872e-10  0               1.1058662e-09   -4.424812e-09   -6.1787872e-10  2.0695308e-10   2.3073344e-09   -1.7130428e-08  -8.1196531e-10  6.3739399e-10   -4.0357464e-09  -1.904748e-11   1.2928058e-11   -2.175668e-10   -2.9975299e-09  -9.7959455e-12  -1.5904323e-11  8.7542123e-10   0               -9.7959455e-12  1.5904323e-11   -2.175668e-10   2.9975299e-09   -1.904748e-11   -1.2928058e-11  6.3739399e-10   4.0357464e-09  
44.166667      9.6051368e-08   1.6116457e-06   2.0420489e-09   8.1309284e-12   8.1000644e-08   0               2.0420489e-09   -8.1309284e-12  9.6051368e-08   -1.6116457e-06  2.2422069e-08   -1.1233377e-09  -3.3692612e-10  3.1754588e-09   5.7864911e-09   -8.6118907e-10  0               1.5073793e-09   -5.7864911e-09  -8.6118907e-10  3.3692612e-10   3.1754588e-09   -2.2422069e-08  -1.1233377e-09  9.5765093e-10   -5.6630255e-09  -2.4669647e-11  1.5181591e-11   -3.2617254e-10  -4.1810825e-09  -5.6469249e-12  -1.6159607e-11  1.2870731e-09   0               -5.6469249e-12  1.6159607e-11   -3.2617254e-10  4.1810825e-09   -2.4669647e-11  -1.5181591e-11  9.5765093e-10   5.6630255e-09  
44.166667      1.267689e-07    1.9907807e-06   2.6190906e-09   1.6060601e-11   1.075954e-07    0               2.6190906e-09   -1.6060601e-11  1.267689e-07    -1.9907807e-06  2.9871535e-08   -1.5887425e-09  -5.7515792e-10  4.4544074e-09   7.7087152e-09   -1.2187889e-09  0               2.0889908e-09   -7.7087152e-09  -1.2187889e-09  5.7515792e-10   4.4544074e-09   -2.9871535e-08  -1.5887425e-09  1.4952296e-09   -8.1266425e-09  -3.5479027e-11  2.2123354e-11   -5.0000458e-10  -5.9652206e-09  -8.2519032e-12  -2.4330847e-11  1.9543522e-09   0               -8.2519032e-12  2.4330847e-11   -5.0000458e-10  5.9652206e-09   -3.5479027e-11  -2.2123354e-11  1.4952296e-09   8.1266425e-09  
44.166667      1.7030608e-07   2.4925271e-06   3.3850217e-09   3.175143e-11    1.4590871e-07   0               3.3850217e-09   -3.175143e-11   1.7030608e-07   -2.4925271e-06  4.0580398e-08   -2.3025126e-09  -1.0388906e-09  6.3631442e-09   1.0474601e-08   -1.7627234e-09  0               2.9452295e-09   -1.0474601e-08  -1.7627234e-09  1.0388906e-09   6.3631442e-09   -4.0580398e-08  -2.3025126e-09  2.4331438e-09   -1.1961868e-08  -5.9785646e-11  4.1315681e-11   -7.837824e-10   -8.6997013e-09  -1.8678181e-11  -4.2336912e-11  3.0693524e-09   0               -1.8678181e-11  4.2336912e-11   -7.837824e-10   8.6997013e-09   -5.9785646e-11  -4.1315681e-11  2.4331438e-09   1.1961868e-08  
44.166667      2.3322992e-07   3.1649873e-06   4.3936489e-09   7.688622e-11    2.0271133e-07   0               4.3936489e-09   -7.688622e-11   2.3322992e-07   -3.1649873e-06  5.6285164e-08   -3.4017069e-09  -1.9966675e-09  9.4638135e-09   1.4518859e-08   -2.6300086e-09  0               4.2233298e-09   -1.4518859e-08  -2.6300086e-09  1.9966675e-09   9.4638135e-09   -5.6285164e-08  -3.4017069e-09  4.1839626e-09   -1.8118932e-08  -7.7656874e-11  4.682689e-11    -1.2665171e-09  -1.3212355e-08  -1.3794218e-11  -5.3402307e-11  5.0396453e-09   0               -1.3794218e-11  5.3402307e-11   -1.2665171e-09  1.3212355e-08   -7.7656874e-11  -4.682689e-11   4.1839626e-09   1.8118932e-08  
44.166667      3.2576579e-07   4.0737599e-06   5.6133805e-09   1.8135976e-10   2.8986966e-07   0               5.6133805e-09   -1.8135976e-10  3.2576579e-07   -4.0737599e-06  7.9780599e-08   -5.1794514e-09  -4.1756895e-09  1.3919952e-08   2.0580679e-08   -4.0201372e-09  0               6.1022566e-09   -2.0580679e-08  -4.0201372e-09  4.1756895e-09   1.3919952e-08   -7.9780599e-08  -5.1794514e-09  7.8030826e-09   -2.8281686e-08  -1.4299574e-10  1.0472048e-10   -2.072274e-09   -2.0157081e-08  -3.5369743e-11  -9.0183426e-11  8.8946686e-09   0               -3.5369743e-11  9.0183426e-11   -2.072274e-09   2.0157081e-08   -1.4299574e-10  -1.0472048e-10  7.8030826e-09   2.8281686e-08  
44.166667      4.6250796e-07   5.2915198e-06   6.7309677e-09   5.1171496e-10   4.2925865e-07   0               6.7309677e-09   -5.1171496e-10  4.6250796e-07   -5.2915198e-06  1.1524101e-07   -7.929442e-09   -9.599282e-09   2.0734795e-08   2.9758284e-08   -6.1838502e-09  0               8.6642335e-09   -2.9758284e-08  -6.1838502e-09  9.599282e-09    2.0734795e-08   -1.1524101e-07  -7.929442e-09   1.6626055e-08   -4.5478756e-08  -1.4172365e-10  2.7361263e-10   -3.4130732e-09  -3.1749174e-08  -1.0192395e-10  -2.767574e-10   1.810944e-08    0               -1.0192395e-10  2.767574e-10    -3.4130732e-09  3.1749174e-08   -1.4172365e-10  -2.7361263e-10  1.6626055e-08   4.5478756e-08  
44.166667      6.3920124e-07   6.8251349e-06   1.1763298e-08   3.2930559e-09   6.4150813e-07   0               1.1763298e-08   -3.2930559e-09  6.3920124e-07   -6.8251349e-06  1.7221968e-07   4.9771184e-09   -2.8407679e-08  3.2474867e-08   4.6337952e-08   3.569765e-09    0               1.5098126e-08   -4.6337952e-08  3.569765e-09    2.8407679e-08   3.2474867e-08   -1.7221968e-07  4.9771184e-09   7.0308421e-08   -7.5978585e-08  4.7403823e-10   -1.8967425e-10  2.3520909e-08   -4.9382878e-08  -1.0278703e-09  -2.9520135e-09  7.4174356e-08   0               -1.0278703e-09  2.9520135e-09   2.3520909e-08   4.9382878e-08   4.7403823e-10   1.8967425e-10   7.0308421e-08   7.5978585e-08  
44.166667      8.0429284e-07   8.2661075e-06   3.9078278e-07   -1.3954576e-07  6.3052794e-07   0               3.9078278e-07   1.3954576e-07   8.0429284e-07   -8.2661075e-06  5.964205e-08    -3.7109762e-07  -3.3712355e-07  1.8551714e-07   5.0037891e-07   -3.6251767e-07  0               5.6829269e-08   -5.0037891e-07  -3.6251767e-07  3.3712355e-07   1.8551714e-07   -5.964205e-08   -3.7109762e-07  1.1788899e-07   -3.9767016e-08  -1.3415288e-07  -2.7439845e-07  -4.9071958e-07  2.5848422e-08   -1.9132812e-07  3.0786607e-07   6.1142663e-07   0               -1.9132812e-07  -3.0786607e-07  -4.9071958e-07  -2.5848422e-08  -1.3415288e-07  2.7439845e-07   1.1788899e-07   3.9767016e-08  
44.166667      -3.9709812e-06  6.181923e-06    6.1337443e-06   -2.2846911e-06  -6.240788e-06   0               6.1337443e-06   2.2846911e-06   -3.9709812e-06  -6.181923e-06   -3.7996885e-06  -1.4250704e-05  -3.1110469e-06  1.5279717e-06   6.1653483e-06   -1.1879333e-05  0               -1.3099732e-06  -6.1653483e-06  -1.1879333e-05  3.1110469e-06   1.5279717e-06   3.7996885e-06   -1.4250704e-05  2.1249533e-05   4.9954945e-07   -3.9276286e-06  -4.0324024e-06  -2.161513e-05   2.1199815e-07   -2.0379871e-06  5.0627377e-06   5.7139909e-05   0               -2.0379871e-06  -5.0627377e-06  -2.161513e-05   -2.1199815e-07  -3.9276286e-06  4.0324024e-06   2.1249533e-05   -4.9954945e-07 
44.166667      -9.9026252e-05  -4.3769867e-06  2.7383163e-05   -1.2004087e-05  -9.9708549e-05  0               2.7383163e-05   1.2004087e-05   -9.9026252e-05  4.3769867e-06   2.8578719e-06   -1.1552417e-05  -9.0303552e-08  3.4967148e-05   9.0558834e-06   -1.8545859e-05  0               -1.2523948e-05  -9.0558834e-06  -1.8545859e-05  9.0303552e-08   3.4967148e-05   -2.8578719e-06  -1.1552417e-05  8.6496596e-05   -6.5087922e-06  -1.1004782e-05  7.8638535e-06   9.8575853e-05   2.6612041e-05   4.8736595e-06   -2.9567165e-05  2.5171582e-05   0               4.8736595e-06   2.9567165e-05   9.8575853e-05   -2.6612041e-05  -1.1004782e-05  -7.8638535e-06  8.6496596e-05   6.5087922e-06  
44.166667      -0.00046193022  -0.00048469738  -3.2445218e-06  8.2625891e-05   0.00015385782   0               -3.2445218e-06  -8.2625891e-05  -0.00046193022  0.00048469738   -9.9535107e-06  0.00014541905   -0.00019750413  1.8123439e-05   -5.635957e-05   0.00014431906   0               -5.1215506e-05  5.635957e-05    0.00014431906   0.00019750413   1.8123439e-05   9.9535107e-06   0.00014541905   0.00018172402   5.581888e-05    1.1068578e-06   5.4705986e-05   0.00026018663   8.0271873e-05   2.8192003e-05   -0.00010045905  -0.00039474647  0               2.8192003e-05   0.00010045905   0.00026018663   -8.0271873e-05  1.1068578e-06   -5.4705986e-05  0.00018172402   -5.581888e-05  
44.583333      7.3908198e-08   1.3229865e-06   1.604052e-09    2.6218081e-12   6.2068568e-08   0               1.604052e-09    -2.6218081e-12  7.3908198e-08   -1.3229865e-06  1.7168206e-08   -8.1126439e-10  -2.131726e-10   2.3081141e-09   4.4345672e-09   -6.1739098e-10  0               1.1047256e-09   -4.4345672e-09  -6.1739098e-10  2.131726e-10    2.3081141e-09   -1.7168206e-08  -8.1126439e-10  6.4164488e-10   -4.04733e-09    -1.9073646e-11  1.2969311e-11   -2.1741636e-10  -3.0039919e-09  -9.8053322e-12  -1.5921838e-11  8.7554128e-10   0               -9.8053322e-12  1.5921838e-11   -2.1741636e-10  3.0039919e-09   -1.9073646e-11  -1.2969311e-11  6.4164488e-10   4.04733e-09    
44.583333      9.5979023e-08   1.6138863e-06   2.0378325e-09   8.4506081e-12   8.0986619e-08   0               2.0378325e-09   -8.4506081e-12  9.5979023e-08   -1.6138863e-06  2.2470973e-08   -1.1222259e-09  -3.4739136e-10  3.175883e-09    5.7991156e-09   -8.6045672e-10  0               1.505308e-09    -5.7991156e-09  -8.6045672e-10  3.4739136e-10   3.175883e-09    -2.2470973e-08  -1.1222259e-09  9.6502654e-10   -5.6793105e-09  -2.4704884e-11  1.5246468e-11   -3.2593131e-10  -4.1900018e-09  -5.6526407e-12  -1.6174332e-11  1.2876055e-09   0               -5.6526407e-12  1.6174332e-11   -3.2593131e-10  4.1900018e-09   -2.4704884e-11  -1.5246468e-11  9.6502654e-10   5.6793105e-09  
44.583333      1.2665283e-07   1.9933308e-06   2.6116547e-09   1.6687894e-11   1.0758126e-07   0               2.6116547e-09   -1.6687894e-11  1.2665283e-07   -1.9933308e-06  2.9934257e-08   -1.5868371e-09  -5.9364714e-10  4.4535499e-09   7.7249098e-09   -1.2175891e-09  0               2.0849569e-09   -7.7249098e-09  -1.2175891e-09  5.9364714e-10   4.4535499e-09   -2.9934257e-08  -1.5868371e-09  1.5083934e-09   -8.1495877e-09  -3.5528442e-11  2.223398e-11    -4.9956841e-10  -5.9774808e-09  -8.2646738e-12  -2.4338547e-11  1.9554849e-09   0               -8.2646738e-12  2.4338547e-11   -4.9956841e-10  5.9774808e-09   -3.5528442e-11  -2.223398e-11   1.5083934e-09   8.1495877e-09  
44.583333      1.7010582e-07   2.4951967e-06   3.3710832e-09   3.3062623e-11   1.4589845e-07   0               3.3710832e-09   -3.3062623e-11  1.7010582e-07   -2.4951967e-06  4.0658129e-08   -2.2990013e-09  -1.0735133e-09  6.3590471e-09   1.0494664e-08   -1.7606269e-09  0               2.9370105e-09   -1.0494664e-08  -1.7606269e-09  1.0735133e-09   6.3590471e-09   -4.0658129e-08  -2.2990013e-09  2.4582027e-09   -1.1994135e-08  -5.9859672e-11  4.1529314e-11   -7.8294395e-10  -8.7160221e-09  -1.8703115e-11  -4.231799e-11   3.0721791e-09   0               -1.8703115e-11  4.231799e-11    -7.8294395e-10  8.7160221e-09   -5.9859672e-11  -4.1529314e-11  2.4582027e-09   1.1994135e-08  
44.583333      2.3285183e-07   3.1671223e-06   4.3656279e-09   7.9896803e-11   2.0271624e-07   0               4.3656279e-09   -7.9896803e-11  2.3285183e-07   -3.1671223e-06  5.637156e-08    -3.3945806e-09  -2.0663309e-09  9.4497076e-09   1.4541175e-08   -2.6260082e-09  0               4.2052541e-09   -1.4541175e-08  -2.6260082e-09  2.0663309e-09   9.4497076e-09   -5.637156e-08   -3.3945806e-09  4.2377534e-09   -1.8162316e-08  -7.7711078e-11  4.7231385e-11   -1.2645391e-09  -1.3231511e-08  -1.3852387e-11  -5.3278727e-11  5.0510913e-09   0               -1.3852387e-11  5.3278727e-11   -1.2645391e-09  1.3231511e-08   -7.7711078e-11  -4.7231385e-11  4.2377534e-09   1.8162316e-08  
44.583333      3.2496748e-07   4.0733668e-06   5.5519869e-09   1.8919306e-10   2.8992182e-07   0               5.5519869e-09   -1.8919306e-10  3.2496748e-07   -4.0733668e-06  7.9840389e-08   -5.1625965e-09  -4.3294424e-09  1.3872979e-08   2.0596416e-08   -4.0110035e-09  0               6.0572909e-09   -2.0596416e-08  -4.0110035e-09  4.3294424e-09   1.3872979e-08   -7.9840389e-08  -5.1625965e-09  7.9372674e-09   -2.8329176e-08  -1.4289583e-10  1.0577614e-10   -2.0658857e-09  -2.0169974e-08  -3.5746435e-11  -9.0000132e-11  8.946701e-09    0               -3.5746435e-11  9.0000132e-11   -2.0658857e-09  2.0169974e-08   -1.4289583e-10  -1.0577614e-10  7.9372674e-09   2.8329176e-08  
44.583333      4.6052541e-07   5.2824847e-06   6.6178138e-09   5.5839864e-10   4.2933544e-07   0               6.6178138e-09   -5.5839864e-10  4.6052541e-07   -5.2824847e-06  1.1513845e-07   -7.8473204e-09  -9.9933573e-09  2.0593602e-08   2.9764564e-08   -6.1114967e-09  0               8.5509563e-09   -2.9764564e-08  -6.1114967e-09  9.9933573e-09   2.0593602e-08   -1.1513845e-07  -7.8473204e-09  1.7126837e-08   -4.5470629e-08  -1.3631154e-10  2.7353211e-10   -3.3669187e-09  -3.1710521e-08  -9.9779001e-11  -3.0073856e-10  1.8518627e-08   0               -9.9779001e-11  3.0073856e-10   -3.3669187e-09  3.1710521e-08   -1.3631154e-10  -2.7353211e-10  1.7126837e-08   4.5470629e-08  
44.583333      6.2952594e-07   6.7883085e-06   1.1525294e-08   -5.6775261e-10  6.4349717e-07   0               1.1525294e-08   5.6775261e-10   6.2952594e-07   -6.7883085e-06  1.7165862e-07   1.3714923e-09   -3.1591518e-08  3.4697903e-08   4.6415761e-08   -1.3109587e-09  0               1.535352e-08    -4.6415761e-08  -1.3109587e-09  3.1591518e-08   3.4697903e-08   -1.7165862e-07  1.3714923e-09   7.0871234e-08   -7.2712417e-08  1.0626455e-09   -6.8621507e-09  2.9482383e-08   -4.7768087e-08  -1.7656782e-09  5.5716243e-09   6.9330622e-08   0               -1.7656782e-09  -5.5716243e-09  2.9482383e-08   4.7768087e-08   1.0626455e-09   6.8621507e-09   7.0871234e-08   7.2712417e-08  
44.583333      1.1722501e-06   8.1142179e-06   2.1762032e-07   -2.2658541e-07  1.249645e-06    0               2.1762032e-07   2.2658541e-07   1.1722501e-06   -8.1142179e-06  -1.7539592e-08  -7.2563408e-07  -2.810393e-07   1.6914982e-07   4.4216591e-07   -6.5198364e-07  0               4.6677274e-08   -4.4216591e-07  -6.5198364e-07  2.810393e-07    1.6914982e-07   1.7539592e-08   -7.2563408e-07  -4.2671981e-07  2.7947836e-08   -1.0728387e-07  -5.3033891e-07  -3.9490252e-07  -2.1075495e-08  -2.0556268e-07  7.309277e-07    -4.0621658e-07  0               -2.0556268e-07  -7.309277e-07   -3.9490252e-07  2.1075495e-08   -1.0728387e-07  5.3033891e-07   -4.2671981e-07  -2.7947836e-08 
44.583333      5.9438141e-06   4.8002014e-06   4.3508469e-06   -2.4365761e-06  3.9228127e-06   0               4.3508469e-06   2.4365761e-06   5.9438141e-06   -4.8002014e-06  -4.7029908e-06  -1.9920621e-05  -3.0273902e-06  6.1371065e-07   6.4966547e-06   -1.5940364e-05  0               -1.9101628e-06  -6.4966547e-06  -1.5940364e-05  3.0273902e-06   6.1371065e-07   4.7029908e-06   -1.9920621e-05  1.2002946e-05   7.4957714e-07   -2.1034131e-06  -6.0190224e-06  -3.098266e-05   -1.0367836e-06  -2.7933373e-06  9.9379512e-06   5.3384446e-05   0               -2.7933373e-06  -9.9379512e-06  -3.098266e-05   1.0367836e-06   -2.1034131e-06  6.0190224e-06   1.2002946e-05   -7.4957714e-07 
44.583333      -6.8786896e-05  -9.6731699e-06  2.394487e-05    -1.2820077e-05  -7.3869522e-05  0               2.394487e-05    1.2820077e-05   -6.8786896e-05  9.6731699e-06   -4.1971426e-06  -4.0467643e-05  1.9659156e-06   3.7425507e-05   1.5391961e-05   -3.9001031e-05  0               -1.46156e-05    -1.5391961e-05  -3.9001031e-05  -1.9659156e-06  3.7425507e-05   4.1971426e-06   -4.0467643e-05  9.0148481e-05   -4.9692279e-06  -4.7125853e-06  1.7885962e-06   5.8439383e-05   2.1451604e-05   1.8301873e-08   -1.6415835e-05  8.6985889e-05   0               1.8301873e-08   1.6415835e-05   5.8439383e-05   -2.1451604e-05  -4.7125853e-06  -1.7885962e-06  9.0148481e-05   4.9692279e-06  
44.583333      -0.00055189112  -0.00052826324  -2.3272349e-06  8.6950167e-05   0.00017849511   0               -2.3272349e-06  -8.6950167e-05  -0.00055189112  0.00052826324   -2.2018996e-05  0.00014157301   -0.00021349197  4.0456864e-05   -5.5064486e-05  0.0001303561    0               -4.4581113e-05  5.5064486e-05   0.0001303561    0.00021349197   4.0456864e-05   2.2018996e-05   0.00014157301   0.00019833159   6.4324816e-05   3.8905115e-06   6.2966356e-05   0.00029640381   8.8293054e-05   2.406754e-05    -0.00011413665  -0.00043447293  0               2.406754e-05    0.00011413665   0.00029640381   -8.8293054e-05  3.8905115e-06   -6.2966356e-05  0.00019833159   -6.4324816e-05 
45             7.3859821e-08   1.3248773e-06   1.6014889e-09   2.7958913e-12   6.2056089e-08   0               1.6014889e-09   -2.7958913e-12  7.3859821e-08   -1.3248773e-06  1.7205784e-08   -8.1055753e-10  -2.1951451e-10  2.3088536e-09   4.4442708e-09   -6.1690101e-10  0               1.103559e-09    -4.4442708e-09  -6.1690101e-10  2.1951451e-10   2.3088536e-09   -1.7205784e-08  -8.1055753e-10  6.4597892e-10   -4.0588689e-09  -1.9099558e-11  1.3011502e-11   -2.1726851e-10  -3.0104202e-09  -9.8148262e-12  -1.5940364e-11  8.7566318e-10   0               -9.8148262e-12  1.5940364e-11   -2.1726851e-10  3.0104202e-09   -1.9099558e-11  -1.3011502e-11  6.4597892e-10   4.0588689e-09  
45             9.5905718e-08   1.6161027e-06   2.0335258e-09   8.7786418e-12   8.0972864e-08   0               2.0335258e-09   -8.7786418e-12  9.5905718e-08   -1.6161027e-06  2.2519511e-08   -1.1211074e-09  -3.5807992e-10  3.1762249e-09   5.811646e-09    -8.5972424e-10  0               1.5031853e-09   -5.811646e-09   -8.5972424e-10  3.5807992e-10   3.1762249e-09   -2.2519511e-08  -1.1211074e-09  9.7256749e-10   -5.6955069e-09  -2.4739844e-11  1.5313459e-11   -3.2569253e-10  -4.198855e-09   -5.6583267e-12  -1.6190981e-11  1.2881668e-09   0               -5.6583267e-12  1.6190981e-11   -3.2569253e-10  4.198855e-09    -2.4739844e-11  -1.5313459e-11  9.7256749e-10   5.6955069e-09  
45             1.2653484e-07   1.995838e-06    2.6040423e-09   1.7333246e-11   1.0756761e-07   0               2.6040423e-09   -1.7333246e-11  1.2653484e-07   -1.995838e-06   2.9996277e-08   -1.5849077e-09  -6.1256723e-10  4.4525275e-09   7.7409235e-09   -1.2163814e-09  0               2.0808125e-09   -7.7409235e-09  -1.2163814e-09  6.1256723e-10   4.4525275e-09   -2.9996277e-08  -1.5849077e-09  1.5218648e-09   -8.1723444e-09  -3.5577971e-11  2.2347731e-11   -4.9912888e-10  -5.9896062e-09  -8.2778865e-12  -2.4348406e-11  1.9566489e-09   0               -8.2778865e-12  2.4348406e-11   -4.9912888e-10  5.9896062e-09   -3.5577971e-11  -2.2347731e-11  1.5218648e-09   8.1723444e-09  
45             1.6990144e-07   2.4977863e-06   3.3567758e-09   3.4415491e-11   1.4588915e-07   0               3.3567758e-09   -3.4415491e-11  1.6990144e-07   -2.4977863e-06  4.073442e-08    -2.2954133e-09  -1.1090271e-09  6.3546183e-09   1.0514355e-08   -1.7584965e-09  0               2.9285597e-09   -1.0514355e-08  -1.7584965e-09  1.1090271e-09   6.3546183e-09   -4.073442e-08   -2.2954133e-09  2.4839365e-09   -1.2026009e-08  -5.9931593e-11  4.1747333e-11   -7.8209067e-10  -8.7320325e-09  -1.8728182e-11  -4.2296419e-11  3.0751481e-09   0               -1.8728182e-11  4.2296419e-11   -7.8209067e-10  8.7320325e-09   -5.9931593e-11  -4.1747333e-11  2.4839365e-09   1.2026009e-08  
45             2.3246415e-07   3.1690964e-06   4.3367734e-09   8.3013998e-11   2.0272318e-07   0               4.3367734e-09   -8.3013998e-11  2.3246415e-07   -3.1690964e-06  5.6454736e-08   -3.3872741e-09  -2.1379994e-09  9.4346962e-09   1.4562661e-08   -2.6219308e-09  0               4.1865714e-09   -1.4562661e-08  -2.6219308e-09  2.1379994e-09   9.4346962e-09   -5.6454736e-08  -3.3872741e-09  4.2933376e-09   -1.8204671e-08  -7.776202e-11   4.7644989e-11   -1.2624839e-09  -1.3249904e-08  -1.3912223e-11  -5.3143877e-11  5.0633179e-09   0               -1.3912223e-11  5.3143877e-11   -1.2624839e-09  1.3249904e-08   -7.776202e-11   -4.7644989e-11  4.2933376e-09   1.8204671e-08  
45             3.2414417e-07   4.07262e-06     5.4886768e-09   1.9744527e-10   2.8997838e-07   0               5.4886768e-09   -1.9744527e-10  3.2414417e-07   -4.07262e-06    7.9892191e-08   -5.1450541e-09  -4.48831e-09    1.3823436e-08   2.0610234e-08   -4.0014216e-09  0               6.0105646e-09   -2.0610234e-08  -4.0014216e-09  4.48831e-09     1.3823436e-08   -7.9892191e-08  -5.1450541e-09  8.0773706e-09   -2.8373761e-08  -1.4281568e-10  1.069355e-10    -2.059214e-09   -2.0180886e-08  -3.6203113e-11  -8.9852517e-11  9.0032353e-09   0               -3.6203113e-11  8.9852517e-11   -2.059214e-09   2.0180886e-08   -1.4281568e-10  -1.069355e-10   8.0773706e-09   2.8373761e-08  
45             4.5846643e-07   5.272578e-06    6.5120215e-09   5.9636406e-10   4.2941254e-07   0               6.5120215e-09   -5.9636406e-10  4.5846643e-07   -5.272578e-06   1.1499347e-07   -7.794419e-09   -1.0404025e-08  2.0450194e-08   2.9778307e-08   -6.0668517e-09  0               8.4312743e-09   -2.9778307e-08  -6.0668517e-09  1.0404025e-08   2.0450194e-08   -1.1499347e-07  -7.794419e-09   1.7636345e-08   -4.5437462e-08  -1.5634141e-10  2.5263393e-10   -3.3421144e-09  -3.1664658e-08  -9.918916e-11   -2.8889543e-10  1.8913291e-08   0               -9.918916e-11   2.8889543e-10   -3.3421144e-09  3.1664658e-08   -1.5634141e-10  -2.5263393e-10  1.7636345e-08   4.5437462e-08  
45             6.2311571e-07   6.7490067e-06   8.6238173e-09   -5.8397026e-09  6.5329508e-07   0               8.6238173e-09   5.8397026e-09   6.2311571e-07   -6.7490067e-06  1.7009687e-07   -7.3119817e-09  -3.3674713e-08  3.6968475e-08   4.4621689e-08   -1.0347771e-08  0               1.4693259e-08   -4.4621689e-08  -1.0347771e-08  3.3674713e-08   3.6968475e-08   -1.7009687e-07  -7.3119817e-09  6.5702121e-08   -6.8241777e-08  2.0379642e-09   -1.5716355e-08  3.3200911e-08   -4.6413608e-08  -2.1185295e-09  1.7646021e-08   5.5406635e-08   0               -2.1185295e-09  -1.7646021e-08  3.3200911e-08   4.6413608e-08   2.0379642e-09   1.5716355e-08   6.5702121e-08   6.8241777e-08  
45             1.6915283e-06   7.9298726e-06   -6.8276467e-08  -3.0107393e-07  2.1368641e-06   0               -6.8276467e-08  3.0107393e-07   1.6915283e-06   -7.9298726e-06  -7.6925746e-08  -1.0775029e-06  -1.7016854e-07  1.05025e-07     2.9016022e-07   -9.2587518e-07  0               2.0043045e-08   -2.9016022e-07  -9.2587518e-07  1.7016854e-07   1.05025e-07     7.6925746e-08   -1.0775029e-06  -1.1574636e-06  9.3845339e-08   -3.2830286e-08  -7.8048998e-07  -1.8107091e-07  -1.076296e-07   -1.9521578e-07  1.1857313e-06   -1.8553659e-06  0               -1.9521578e-07  -1.1857313e-06  -1.8107091e-07  1.076296e-07    -3.2830286e-08  7.8048998e-07   -1.1574636e-06  -9.3845339e-08 
